candidate_id,pair_id_a,pair_id_b,image_path_a,image_path_b,caption_a,caption_b,image_similarity,text_similarity,joint_similarity,max_similarity,signals,bucket,label,annotator,audit_label,notes,image_bucket,text_bucket,joint_bucket,score_bucket,annotation_id,needs_audit,label_options,annotation_guideline
cand_470971,cc3m_147416,cc3m_188674,D:\data\cc3m_subset_200k\cc3m_147416.jpg,D:\data\cc3m_subset_200k\cc3m_188674.jpg,purple flower on a background of green leaves on the flowerbed,"hd , field in breeze , a mobile camera",0.8650705814361572,0.28432920575141907,0.574699878692627,0.8650705814361572,image,high,,,,,"[0.80,0.90)","[-1.00,0.50)","[0.50,0.60)","image=[0.80,0.90)|text=[-1.00,0.50)|joint=[0.50,0.60)",fair_0410,1,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_472003,cc3m_44003,cc3m_189029,D:\data\cc3m_subset_200k\cc3m_44003.jpg,D:\data\cc3m_subset_200k\cc3m_189029.jpg,horses in the field and great volcanic landscape,person walks through the paddock in his new home,0.8649177551269531,0.33130353689193726,0.5981106758117676,0.8649177551269531,image,high,,,,,"[0.80,0.90)","[-1.00,0.50)","[0.50,0.60)","image=[0.80,0.90)|text=[-1.00,0.50)|joint=[0.50,0.60)",fair_0411,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_475024,cc3m_68128,cc3m_92493,D:\data\cc3m_subset_200k\cc3m_68128.jpg,D:\data\cc3m_subset_200k\cc3m_92493.jpg,aerial view is possible to see islamic structure,panorama of old city with dark sky dome in sun rays,0.8644699454307556,0.3256988227367401,0.5950844287872314,0.8644699454307556,image,high,,,,,"[0.80,0.90)","[-1.00,0.50)","[0.50,0.60)","image=[0.80,0.90)|text=[-1.00,0.50)|joint=[0.50,0.60)",fair_0412,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_475238,cc3m_121976,cc3m_195160,D:\data\cc3m_subset_200k\cc3m_121976.jpg,D:\data\cc3m_subset_200k\cc3m_195160.jpg,animal eats meat in the snow,portrait of an old gray wolf with an ear full face on a background of green grass,0.864434540271759,0.27967309951782227,0.5720537900924683,0.864434540271759,image,high,,,,,"[0.80,0.90)","[-1.00,0.50)","[0.50,0.60)","image=[0.80,0.90)|text=[-1.00,0.50)|joint=[0.50,0.60)",fair_0413,1,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_476306,cc3m_56619,cc3m_174707,D:\data\cc3m_subset_200k\cc3m_56619.jpg,D:\data\cc3m_subset_200k\cc3m_174707.jpg,"woman , comedian and tv producer rings the opening bell .",slide of 75 : award winner and ice hockey defenceman cover the puck against sports team during the second period .,0.8642841577529907,0.32941120862960815,0.5968477725982666,0.8642841577529907,image,high,,,,,"[0.80,0.90)","[-1.00,0.50)","[0.50,0.60)","image=[0.80,0.90)|text=[-1.00,0.50)|joint=[0.50,0.60)",fair_0414,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_476322,cc3m_30029,cc3m_114169,D:\data\cc3m_subset_200k\cc3m_30029.jpg,D:\data\cc3m_subset_200k\cc3m_114169.jpg,"exploring clocks , calendars & the universe with app",slide of 37 : politician smiles during a conversation .,0.8642841577529907,0.29249346256256104,0.5783889293670654,0.8642841577529907,image,high,,,,,"[0.80,0.90)","[-1.00,0.50)","[0.50,0.60)","image=[0.80,0.90)|text=[-1.00,0.50)|joint=[0.50,0.60)",fair_0415,1,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_476367,cc3m_15655,cc3m_73037,D:\data\cc3m_subset_200k\cc3m_15655.jpg,D:\data\cc3m_subset_200k\cc3m_73037.jpg,stock photo of a coastal brown bear cub laying on a piece of driftwood,person walking on a beach,0.8642776012420654,0.22872360050678253,0.5465006232261658,0.8642776012420654,image,high,,,,,"[0.80,0.90)","[-1.00,0.50)","[0.50,0.60)","image=[0.80,0.90)|text=[-1.00,0.50)|joint=[0.50,0.60)",fair_0416,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_477423,cc3m_58422,cc3m_88595,D:\data\cc3m_subset_200k\cc3m_58422.jpg,D:\data\cc3m_subset_200k\cc3m_88595.jpg,pretty businesswoman laughing at something funny on her smartphone,the plane flies on a green background .,0.8641204833984375,0.2730763852596283,0.5685984492301941,0.8641204833984375,image,high,,,,,"[0.80,0.90)","[-1.00,0.50)","[0.50,0.60)","image=[0.80,0.90)|text=[-1.00,0.50)|joint=[0.50,0.60)",fair_0417,1,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_482639,cc3m_129397,cc3m_152034,D:\data\cc3m_subset_200k\cc3m_129397.jpg,D:\data\cc3m_subset_200k\cc3m_152034.jpg,"texture with snowflakes with doodles , golden elements and dots on a gray background .",circular floral ornament with a star in the center .,0.8633527755737305,0.33422374725341797,0.5987882614135742,0.8633527755737305,image,high,,,,,"[0.80,0.90)","[-1.00,0.50)","[0.50,0.60)","image=[0.80,0.90)|text=[-1.00,0.50)|joint=[0.50,0.60)",fair_0418,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_483700,cc3m_11788,cc3m_26110,D:\data\cc3m_subset_200k\cc3m_11788.jpg,D:\data\cc3m_subset_200k\cc3m_26110.jpg,set of brushes to create the patterns .,vector set traditional vintage golden square and geographical feature category and floral pattern on a black background,0.8632031083106995,0.2918968200683594,0.5775499939918518,0.8632031083106995,image,high,,,,,"[0.80,0.90)","[-1.00,0.50)","[0.50,0.60)","image=[0.80,0.90)|text=[-1.00,0.50)|joint=[0.50,0.60)",fair_0419,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_485882,cc3m_85677,cc3m_162708,D:\data\cc3m_subset_200k\cc3m_85677.jpg,D:\data\cc3m_subset_200k\cc3m_162708.jpg,"person , getting her feet very wet in the dew - soaked grass , near an enormous tree .",take a stroll down the trail one of hidden treasures !,0.8629076480865479,0.20366401970386505,0.5332858562469482,0.8629076480865479,image,high,,,,,"[0.80,0.90)","[-1.00,0.50)","[0.50,0.60)","image=[0.80,0.90)|text=[-1.00,0.50)|joint=[0.50,0.60)",fair_0420,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_487422,cc3m_46142,cc3m_85248,D:\data\cc3m_subset_200k\cc3m_46142.jpg,D:\data\cc3m_subset_200k\cc3m_85248.jpg,tv genre in the corner .,surprised snowman on a white background standing,0.8627086281776428,0.2908138930797577,0.5767612457275391,0.8627086281776428,image,high,,,,,"[0.80,0.90)","[-1.00,0.50)","[0.50,0.60)","image=[0.80,0.90)|text=[-1.00,0.50)|joint=[0.50,0.60)",fair_0421,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_489459,cc3m_10885,cc3m_177014,D:\data\cc3m_subset_200k\cc3m_10885.jpg,D:\data\cc3m_subset_200k\cc3m_177014.jpg,green tropical ocean waves crashing onto the beach,a sunny winter s day,0.862420380115509,0.32076892256736755,0.5915946364402771,0.862420380115509,image,high,,,,,"[0.80,0.90)","[-1.00,0.50)","[0.50,0.60)","image=[0.80,0.90)|text=[-1.00,0.50)|joint=[0.50,0.60)",fair_0422,1,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_491333,cc3m_156196,cc3m_185021,D:\data\cc3m_subset_200k\cc3m_156196.jpg,D:\data\cc3m_subset_200k\cc3m_185021.jpg,stack of old yellowed books on the floor in a dusty room,quiz : can you match the book to the location ?,0.8621478080749512,0.3002965450286865,0.5812221765518188,0.8621478080749512,image,high,,,,,"[0.80,0.90)","[-1.00,0.50)","[0.50,0.60)","image=[0.80,0.90)|text=[-1.00,0.50)|joint=[0.50,0.60)",fair_0423,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_493718,cc3m_54780,cc3m_146068,D:\data\cc3m_subset_200k\cc3m_54780.jpg,D:\data\cc3m_subset_200k\cc3m_146068.jpg,see biological species in the town,koala bear sleeping in a tree,0.861793041229248,0.3319037854671478,0.5968483686447144,0.861793041229248,image,high,,,,,"[0.80,0.90)","[-1.00,0.50)","[0.50,0.60)","image=[0.80,0.90)|text=[-1.00,0.50)|joint=[0.50,0.60)",fair_0424,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_493944,cc3m_57008,cc3m_108469,D:\data\cc3m_subset_200k\cc3m_57008.jpg,D:\data\cc3m_subset_200k\cc3m_108469.jpg,"mystical symbol , beautiful abstract decoration .","vector green and magenta texture , motley lines and grids seamless pattern , curved metal , foil background with 3d visual effects on a black background .",0.8617663979530334,0.22213241457939148,0.5419493913650513,0.8617663979530334,image,high,,,,,"[0.80,0.90)","[-1.00,0.50)","[0.50,0.60)","image=[0.80,0.90)|text=[-1.00,0.50)|joint=[0.50,0.60)",fair_0425,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_495081,cc3m_71131,cc3m_176456,D:\data\cc3m_subset_200k\cc3m_71131.jpg,D:\data\cc3m_subset_200k\cc3m_176456.jpg,icon on the blue background .,happy and merry snowman in a hat on a skating rink,0.8616030812263489,0.24816325306892395,0.5548832416534424,0.8616030812263489,image,high,,,,,"[0.80,0.90)","[-1.00,0.50)","[0.50,0.60)","image=[0.80,0.90)|text=[-1.00,0.50)|joint=[0.50,0.60)",fair_0426,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_496270,cc3m_46812,cc3m_148786,D:\data\cc3m_subset_200k\cc3m_46812.jpg,D:\data\cc3m_subset_200k\cc3m_148786.jpg,boat passing under late gothic revival structure at sunset designed by person,view from the neighborhood in side at night,0.8614386916160583,0.3112625479698181,0.5863506197929382,0.8614386916160583,image,high,,,,,"[0.80,0.90)","[-1.00,0.50)","[0.50,0.60)","image=[0.80,0.90)|text=[-1.00,0.50)|joint=[0.50,0.60)",fair_0427,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_498337,cc3m_132012,cc3m_157715,D:\data\cc3m_subset_200k\cc3m_132012.jpg,D:\data\cc3m_subset_200k\cc3m_157715.jpg,some parks and trails in the early part of winter season,"a barren , leafless tree against blue winter sky",0.8611540198326111,0.2922402024269104,0.5766971111297607,0.8611540198326111,image,high,,,,,"[0.80,0.90)","[-1.00,0.50)","[0.50,0.60)","image=[0.80,0.90)|text=[-1.00,0.50)|joint=[0.50,0.60)",fair_0428,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_498884,cc3m_104008,cc3m_129128,D:\data\cc3m_subset_200k\cc3m_104008.jpg,D:\data\cc3m_subset_200k\cc3m_129128.jpg,profile of a walking in grass on a sunny day,buck gasping after an energetic chase,0.8610716462135315,0.3376618027687073,0.5993666648864746,0.8610716462135315,image,high,,,,,"[0.80,0.90)","[-1.00,0.50)","[0.50,0.60)","image=[0.80,0.90)|text=[-1.00,0.50)|joint=[0.50,0.60)",fair_0429,1,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_018489,cc3m_38918,cc3m_139962,D:\data\cc3m_subset_200k\cc3m_38918.jpg,D:\data\cc3m_subset_200k\cc3m_139962.jpg,slide of 121 : is all smiles as she poses with puppies on thursday .,"image : traffic lights lie on a street after being knocked down , as person approaches",1.0000001192092896,0.1902790069580078,0.5951395034790039,1.0000001192092896,image,very_high,,,,,"[0.90,1.01)","[-1.00,0.50)","[0.50,0.60)","image=[0.90,1.01)|text=[-1.00,0.50)|joint=[0.50,0.60)",fair_0430,1,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_042551,cc3m_54136,cc3m_184179,D:\data\cc3m_subset_200k\cc3m_54136.jpg,D:\data\cc3m_subset_200k\cc3m_184179.jpg,slide of 30 : american football player runs on to the field before the football game against american football team,slide of 202 : makeup artist got a kiss from the legend at awards .,1.0,0.18963712453842163,0.5948185324668884,1.0,image,very_high,,,,,"[0.90,1.01)","[-1.00,0.50)","[0.50,0.60)","image=[0.90,1.01)|text=[-1.00,0.50)|joint=[0.50,0.60)",fair_0431,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_043807,cc3m_32855,cc3m_184179,D:\data\cc3m_subset_200k\cc3m_32855.jpg,D:\data\cc3m_subset_200k\cc3m_184179.jpg,sports team coach leads his players onto the field as american football team play their spring game .,slide of 202 : makeup artist got a kiss from the legend at awards .,1.0,0.19516249001026154,0.597581148147583,1.0,image,very_high,,,,,"[0.90,1.01)","[-1.00,0.50)","[0.50,0.60)","image=[0.90,1.01)|text=[-1.00,0.50)|joint=[0.50,0.60)",fair_0432,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_143976,cc3m_179290,cc3m_194841,D:\data\cc3m_subset_200k\cc3m_179290.jpg,D:\data\cc3m_subset_200k\cc3m_194841.jpg,it 's a rainy morning as government agency judges that percent of the blossoms,sprig of apricots with flowers covered with snow on a blurred background,0.9482253193855286,0.18669410049915314,0.5674596428871155,0.9482253193855286,image,high,,,,,"[0.90,1.01)","[-1.00,0.50)","[0.50,0.60)","image=[0.90,1.01)|text=[-1.00,0.50)|joint=[0.50,0.60)",fair_0433,1,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_180638,cc3m_39582,cc3m_90840,D:\data\cc3m_subset_200k\cc3m_39582.jpg,D:\data\cc3m_subset_200k\cc3m_90840.jpg,decades under the red maple leaf,flag waving in the wind against clear blue sky,0.9323069453239441,0.1973143368959427,0.5648106932640076,0.9323069453239441,image,high,,,,,"[0.90,1.01)","[-1.00,0.50)","[0.50,0.60)","image=[0.90,1.01)|text=[-1.00,0.50)|joint=[0.50,0.60)",fair_0434,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_188794,cc3m_19537,cc3m_84986,D:\data\cc3m_subset_200k\cc3m_19537.jpg,D:\data\cc3m_subset_200k\cc3m_84986.jpg,flower pattern repeat seamless in blue color for any design .,snowflakes in green and grey .,0.9292604923248291,0.25458788871765137,0.591924250125885,0.9292604923248291,image,high,,,,,"[0.90,1.01)","[-1.00,0.50)","[0.50,0.60)","image=[0.90,1.01)|text=[-1.00,0.50)|joint=[0.50,0.60)",fair_0435,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_213815,cc3m_77633,cc3m_93872,D:\data\cc3m_subset_200k\cc3m_77633.jpg,D:\data\cc3m_subset_200k\cc3m_93872.jpg,a view on the right,tower bridge from the south bank with an open air exhibition of photography in foreground,0.9205095767974854,0.22901801764965057,0.5747637748718262,0.9205095767974854,image,high,,,,,"[0.90,1.01)","[-1.00,0.50)","[0.50,0.60)","image=[0.90,1.01)|text=[-1.00,0.50)|joint=[0.50,0.60)",fair_0436,1,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_213849,cc3m_4261,cc3m_14486,D:\data\cc3m_subset_200k\cc3m_4261.jpg,D:\data\cc3m_subset_200k\cc3m_14486.jpg,greeting card with white rabbit and easter eggs on a blue background,"western christian holiday , brought children to the egg .",0.9204978942871094,0.2751385569572449,0.5978182554244995,0.9204978942871094,image,high,,,,,"[0.90,1.01)","[-1.00,0.50)","[0.50,0.60)","image=[0.90,1.01)|text=[-1.00,0.50)|joint=[0.50,0.60)",fair_0437,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_229750,cc3m_84704,cc3m_106098,D:\data\cc3m_subset_200k\cc3m_84704.jpg,D:\data\cc3m_subset_200k\cc3m_106098.jpg,building in front of the river and boats,"4k time - lapse footage , at sunset",0.9152882695198059,0.2515392005443573,0.5834137201309204,0.9152882695198059,image,high,,,,,"[0.90,1.01)","[-1.00,0.50)","[0.50,0.60)","image=[0.90,1.01)|text=[-1.00,0.50)|joint=[0.50,0.60)",fair_0438,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_231811,cc3m_67638,cc3m_160828,D:\data\cc3m_subset_200k\cc3m_67638.jpg,D:\data\cc3m_subset_200k\cc3m_160828.jpg,a giraffe walking past dead tree stump,biological subspecies in the desert,0.9146904349327087,0.1648840457201004,0.539787232875824,0.9146904349327087,image,high,,,,,"[0.90,1.01)","[-1.00,0.50)","[0.50,0.60)","image=[0.90,1.01)|text=[-1.00,0.50)|joint=[0.50,0.60)",fair_0439,1,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_244709,cc3m_2837,cc3m_38115,D:\data\cc3m_subset_200k\cc3m_2837.jpg,D:\data\cc3m_subset_200k\cc3m_38115.jpg,biological species on a spring afternoon,a full photograph of a grazing point imperial red deer stag looking slightly back with grass in its mouth,0.9107505083084106,0.23960916697978973,0.5751798152923584,0.9107505083084106,image,high,,,,,"[0.90,1.01)","[-1.00,0.50)","[0.50,0.60)","image=[0.90,1.01)|text=[-1.00,0.50)|joint=[0.50,0.60)",fair_0440,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_247832,cc3m_107921,cc3m_130906,D:\data\cc3m_subset_200k\cc3m_107921.jpg,D:\data\cc3m_subset_200k\cc3m_130906.jpg,cartoon clip art illustration of a happy camel walking forward toward the viewer .,icon in cartoon style on a white background,0.9098759889602661,0.25249356031417847,0.5811848640441895,0.9098759889602661,image,high,,,,,"[0.90,1.01)","[-1.00,0.50)","[0.50,0.60)","image=[0.90,1.01)|text=[-1.00,0.50)|joint=[0.50,0.60)",fair_0441,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_250467,cc3m_119895,cc3m_122617,D:\data\cc3m_subset_200k\cc3m_119895.jpg,D:\data\cc3m_subset_200k\cc3m_122617.jpg,"a spiny - tailed iguana , basking in the sun photographed",biological species lying on a branch,0.9091260433197021,0.27043378353118896,0.5897798538208008,0.9091260433197021,image,high,,,,,"[0.90,1.01)","[-1.00,0.50)","[0.50,0.60)","image=[0.90,1.01)|text=[-1.00,0.50)|joint=[0.50,0.60)",fair_0442,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_253176,cc3m_126877,cc3m_182370,D:\data\cc3m_subset_200k\cc3m_126877.jpg,D:\data\cc3m_subset_200k\cc3m_182370.jpg,sailing boat that departs offshore in the blue water which is seen on board a cruise ship,"sunset , blue waves and yellow - pink sunset .",0.9083942174911499,0.2756408751010895,0.5920175313949585,0.9083942174911499,image,high,,,,,"[0.90,1.01)","[-1.00,0.50)","[0.50,0.60)","image=[0.90,1.01)|text=[-1.00,0.50)|joint=[0.50,0.60)",fair_0443,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_262099,cc3m_22406,cc3m_67068,D:\data\cc3m_subset_200k\cc3m_22406.jpg,D:\data\cc3m_subset_200k\cc3m_67068.jpg,blank sheet of paper with a pen to sign .,edit records long shadow glyph icon .,0.9059328436851501,0.27003753185272217,0.5879852771759033,0.9059328436851501,image,high,,,,,"[0.90,1.01)","[-1.00,0.50)","[0.50,0.60)","image=[0.90,1.01)|text=[-1.00,0.50)|joint=[0.50,0.60)",fair_0444,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_265107,cc3m_32281,cc3m_107921,D:\data\cc3m_subset_200k\cc3m_32281.jpg,D:\data\cc3m_subset_200k\cc3m_107921.jpg,icon in cartoon style on a white background,cartoon clip art illustration of a happy camel walking forward toward the viewer .,0.9051250219345093,0.25249356031417847,0.5788093209266663,0.9051250219345093,image,high,,,,,"[0.90,1.01)","[-1.00,0.50)","[0.50,0.60)","image=[0.90,1.01)|text=[-1.00,0.50)|joint=[0.50,0.60)",fair_0445,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_265825,cc3m_76522,cc3m_162131,D:\data\cc3m_subset_200k\cc3m_76522.jpg,D:\data\cc3m_subset_200k\cc3m_162131.jpg,standing out in a crowd .,pale pink tulip with the sun shining through the flower petals,0.904932975769043,0.2488822340965271,0.5769075751304626,0.904932975769043,image,high,,,,,"[0.90,1.01)","[-1.00,0.50)","[0.50,0.60)","image=[0.90,1.01)|text=[-1.00,0.50)|joint=[0.50,0.60)",fair_0446,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_266670,cc3m_75055,cc3m_194731,D:\data\cc3m_subset_200k\cc3m_75055.jpg,D:\data\cc3m_subset_200k\cc3m_194731.jpg,"biological species against a blue sky , branches in the background",stock photo of a bald eagle landing,0.9047052264213562,0.28813672065734863,0.5964210033416748,0.9047052264213562,image,high,,,,,"[0.90,1.01)","[-1.00,0.50)","[0.50,0.60)","image=[0.90,1.01)|text=[-1.00,0.50)|joint=[0.50,0.60)",fair_0447,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_272604,cc3m_18547,cc3m_67638,D:\data\cc3m_subset_200k\cc3m_18547.jpg,D:\data\cc3m_subset_200k\cc3m_67638.jpg,from waterfall is possible to visit country .,a giraffe walking past dead tree stump,0.9031349420547485,0.1457609087228775,0.5244479179382324,0.9031349420547485,image,high,,,,,"[0.90,1.01)","[-1.00,0.50)","[0.50,0.60)","image=[0.90,1.01)|text=[-1.00,0.50)|joint=[0.50,0.60)",fair_0448,1,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_282233,cc3m_37776,cc3m_110992,D:\data\cc3m_subset_200k\cc3m_37776.jpg,D:\data\cc3m_subset_200k\cc3m_110992.jpg,leopard walking through the savanna,"person , the famous brothers in the rain enjoying themselves",0.9007077217102051,0.27543359994888306,0.5880706906318665,0.9007077217102051,image,high,,,,,"[0.90,1.01)","[-1.00,0.50)","[0.50,0.60)","image=[0.90,1.01)|text=[-1.00,0.50)|joint=[0.50,0.60)",fair_0449,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_282412,cc3m_127351,cc3m_133847,D:\data\cc3m_subset_200k\cc3m_127351.jpg,D:\data\cc3m_subset_200k\cc3m_133847.jpg,video : peanut the hedgehog makes a new home,"animal is walking and sniffing in the grass at summer , red apples around",0.9006730318069458,0.25353947281837463,0.577106237411499,0.9006730318069458,image,high,,,,,"[0.90,1.01)","[-1.00,0.50)","[0.50,0.60)","image=[0.90,1.01)|text=[-1.00,0.50)|joint=[0.50,0.60)",fair_0450,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_282529,cc3m_33259,cc3m_201693,D:\data\cc3m_subset_200k\cc3m_33259.jpg,D:\data\cc3m_subset_200k\cc3m_201693.jpg,the white house with flag blowing in the wind .,officials may no longer be able to use their personal cell phones in the building .,0.9006407260894775,0.24456916749477386,0.5726049542427063,0.9006407260894775,image,high,,,,,"[0.90,1.01)","[-1.00,0.50)","[0.50,0.60)","image=[0.90,1.01)|text=[-1.00,0.50)|joint=[0.50,0.60)",fair_0451,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_282781,cc3m_57008,cc3m_185349,D:\data\cc3m_subset_200k\cc3m_57008.jpg,D:\data\cc3m_subset_200k\cc3m_185349.jpg,"mystical symbol , beautiful abstract decoration .",seamless texture with 3d rendering abstract fractal orange pattern on a black background for fabric design,0.900578498840332,0.2565026879310608,0.5785406231880188,0.900578498840332,image,high,,,,,"[0.90,1.01)","[-1.00,0.50)","[0.50,0.60)","image=[0.90,1.01)|text=[-1.00,0.50)|joint=[0.50,0.60)",fair_0452,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_284321,cc3m_51475,cc3m_91462,D:\data\cc3m_subset_200k\cc3m_51475.jpg,D:\data\cc3m_subset_200k\cc3m_91462.jpg,tower bridge close up at sunset during a rainy day,view on a sunny day,0.9002158045768738,0.23757857084274292,0.5688971281051636,0.9002158045768738,image,high,,,,,"[0.90,1.01)","[-1.00,0.50)","[0.50,0.60)","image=[0.90,1.01)|text=[-1.00,0.50)|joint=[0.50,0.60)",fair_0453,1,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_289203,cc3m_36345,cc3m_67667,D:\data\cc3m_subset_200k\cc3m_36345.jpg,D:\data\cc3m_subset_200k\cc3m_67667.jpg,person in a wedding dress,a bride on her wedding,0.4642140865325928,0.8990265130996704,0.6816202402114868,0.8990265130996704,text,high,,,,,"[-1.00,0.50)","[0.80,0.90)","[0.60,0.70)","image=[-1.00,0.50)|text=[0.80,0.90)|joint=[0.60,0.70)",fair_0454,1,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_290886,cc3m_118123,cc3m_193852,D:\data\cc3m_subset_200k\cc3m_118123.jpg,D:\data\cc3m_subset_200k\cc3m_193852.jpg,the sea view from the terrace,the scenery of the seaside from the balcony,0.47372573614120483,0.8986077308654785,0.6861667037010193,0.8986077308654785,text,high,,,,,"[-1.00,0.50)","[0.80,0.90)","[0.60,0.70)","image=[-1.00,0.50)|text=[0.80,0.90)|joint=[0.60,0.70)",fair_0455,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_294709,cc3m_19683,cc3m_156075,D:\data\cc3m_subset_200k\cc3m_19683.jpg,D:\data\cc3m_subset_200k\cc3m_156075.jpg,automotive industry business on the road,automotive industry business - like front end,0.35887208580970764,0.8976619243621826,0.6282669901847839,0.8976619243621826,text,high,,,,,"[-1.00,0.50)","[0.80,0.90)","[0.60,0.70)","image=[-1.00,0.50)|text=[0.80,0.90)|joint=[0.60,0.70)",fair_0456,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
cand_296049,cc3m_23009,cc3m_159390,D:\data\cc3m_subset_200k\cc3m_23009.jpg,D:\data\cc3m_subset_200k\cc3m_159390.jpg,just one of the large sculptures,"statue , built on the century .",0.3228019177913666,0.8973327875137329,0.6100673675537109,0.8973327875137329,text,high,,,,,"[-1.00,0.50)","[0.80,0.90)","[0.60,0.70)","image=[-1.00,0.50)|text=[0.80,0.90)|joint=[0.60,0.70)",fair_0457,0,duplicate|near-duplicate|not-duplicate,Label from the image-caption pair semantics only; sampling is score-stratified and label-agnostic.
